comments,label
"['mantap', 'wan', 'abud', 'sang', 'kacung', 'bewok']",1.0
"['lanjut', 'presiden']",1.0
"['tukang', 'bohong']",0.0
"['warga', 'jakarta', 'mah', 'sudah', 'kenyang', 'prank', 'doi', 'kali', 'bukti', 'kapok', 'prank']",0.0
"['pimpin', 'partai', 'orang', 'wasiat', 'pesan', 'gus', 'dur', 'mbak', 'yennywahid']",0.0
"['awas', 'kuda', 'troya']",0.0
"['ngaruh', 'biar', 'ramai', 'dunia', 'rakyat', 'tahu']",0.0
"['did', 'you', 'remember', 'about', 'free', 'concerts', 'maliq', 'risasondari']",1.0
"['kalah', 'surya', 'paloh', 'memang', 'bodoh']",0.0
"['yen', 'jamin', 'pecah', 'suara']",0.0
"['sudah pasti', 'otomatis', 'golput']",0.0
['wakil'],1.0
"['pilih', 'sapa']",1.0
['kalah'],0.0
"['kebeelett', 'ngiiseng']",0.0
"['cocok', 'karakter']",0.0
"['goput', 'saja', 'begitu']",0.0
"['boneka', 'paloh']",0.0
"['pojok', 'intip']",1.0
"['otomatis', 'golput']",0.0
"['mending', 'tidur']",0.0
"['tugas', 'partai', 'kacung', 'partai', 'official nasdem']",0.0
"['golput', 'enak']",0.0
"['otw', 'nyungseb']",0.0
"['yoga dblng', 'yoyoyoyoyo']",1.0
"['pasang', 'cocok']",1.0
"['serah', 'deh']",1.0
"['abdi', 'bangsa', 'negara', 'terus', 'juang', 'kakek', 'buyut', 'sedap', 'kali', 'jargon', 'indak', 'abdi', 'nusa', 'bangsa', 'dong', 'indak', 'terus', 'juang', 'kakek', 'buyut', 'indak', 'pimpin']",0.0
"['tega', 'benar', 'tim', 'freehaten']",0.0
"['netijen', 'sudah', 'pintar', 'pilih']",0.0
"['serius', 'tanya', 'kuat', 'atau', 'cuman', 'ngandelin']",0.0
"['tunggu', 'milu', 'saja', 'tahu', 'hasil']",0.0
['lucu'],0.0
"['gembira', 'lihat', 'saja', 'hasil']",0.0
"['demokrat', 'partai', 'besat', 'lolo']",0.0
['bohong'],0.0
"['kalah', 'menang']",0.0
"['duh', 'sayang', 'banget', 'pakai', 'join', 'bgituan']",0.0
"['aduh', 'politik', 'kelas', 'sayang']",0.0
['muka'],0.0
"['mana', 'kah', 'demokrat', 'koalisi']",1.0
"['orang', 'jakarta timur', 'kenal']",0.0
['pilih'],1.0
['aduhaduhaduhh'],0.0
['gakenal'],0.0
"['bagus', 'global']",0.0
"['ramai', 'ramai', 'saja']",0.0
"['sptnya', 'menang', 'min']",0.0
"['puncak', 'komedi']",0.0
"['benar', 'benar', 'dia', 'otomatis', 'suara', 'hilang']",0.0
"['pilih', 'presiden', 'wakil', 'serah', 'wakil', 'tidur', 'hati']",1.0
"['pikir', 'menang', 'mimpi']",0.0
"['moga', 'duet', 'biar', 'langsung', 'kill', 'game']",0.0
"['wis', 'tetap', 'apik']",0.0
"['elektabilitas', 'jatuh']",0.0
['lanjut'],0.0
"['kenal', 'prestasi', 'tonjol']",0.0
"['ramai', 'bawa asa', 'medsos']",0.0
"['kalo', 'saya', 'begitu', 'kenal', 'kalo', 'saya', 'tahu', 'sekali', 'beliau', 'dulunya', 'gubernur', 'bodoh', 'sudah', 'gubernur']",0.0
"['kalah', 'tanding']",0.0
"['mbak', 'yenny']",0.0
"['omong', 'omong', 'aruf', 'amin']",1.0
[],0.0
"['sudah', 'kenapa', 'minn', 'sudah', 'kasihan', 'agus', 'menang', 'brenti', 'pojok']",1.0
['bodo'],0.0
"['kadrun', 'dukung']",0.0
['kenapa'],1.0
"['akwokaowkaowk', 'serasa', 'nonton', 'ulang', 'game']",0.0
"['mending', 'jangan', 'calon', 'presiden', 'calon', 'sama', 'wakil', 'cocok']",0.0
"['mah', 'kagak', 'prrcaya', 'isu', 'provokasi', 'isu', 'ajang', 'politik', 'aneh', 'orang', 'pinterpinter', 'bius', 'angin', 'isu', 'politik', 'cerdas', 'politik', 'ber', 'bicara', 'memjadi', 'baik', 'masarakat', 'indonesia', 'damba', 'amin', 'yra']",0.0
"['wakil', 'mah', 'efek', 'kemarin', 'wakil', 'sampai', 'sekarang', 'saja', 'saya', 'mgliat', 'menang', 'dukung', 'selalu', 'menang']",1.0
"['ketua', 'kudeta', 'wapres', 'kudeta']",1.0
"['pilih', 'gaduh', 'laah', 'kalah', 'kambing', 'congek', 'cari', 'salah']",0.0
[],0.0
"['mampu', 'rangkai', 'cocok', 'guru', 'bahasa', 'indonesia', 'presiden', 'indonesia']",0.0
"['mulai', 'kalah']",1.0
"['putar', 'sudah', 'gugur']",0.0
"['tukang', 'tata', 'satu', 'tukang', 'kudeta', 'chuaaksz', 'abdielhibran']",0.0
"['kejut', 'kejut']",0.0
"['gus', 'dur', 'saja', 'kudeta', 'rakyat', 'ingat', 'yennywahid']",0.0
"['gabung', 'konv', 'nsi', 'calon', 'presiden', 'demokrat', 'putar', 'haluan', 'dukung', 'belok', 'kubu', 'pindah', 'calon', 'ubah', 'sekarang', 'belok', 'banyak', 'belok', 'wan', 'abud']",0.0
"['syukur', 'pasang']",0.0
['simak'],0.0
['zonk'],0.0
"['khianat', 'probowo', 'usung', 'dki', 'sekarang', 'khianat', 'demokrat', 'terus', 'mlih', 'lagi']",1.0
['dukung'],0.0
"['kalo', 'kenal', 'pilih', 'ygy']",0.0
"['tunggu', 'serang']",0.0
"['orang', 'jujur', 'jauh', 'orang', 'jujur', 'orang', 'jujur', 'jauh', 'orang', 'jujur', 'karena', 'takutt', 'sinkronn']",0.0
"['mudah', 'menang']",0.0
"['sosok', 'munafik', 'henti', 'pilpre', 'bubar', 'kaum', 'kadrun', 'kaum', 'munafik', 'hancur', 'parpol', 'monarki', 'nusantara', 'monarki', 'antarnusa', 'ber', 'pancasila', 'uud', 'gbhn']",0.0
"['wes', 'klob', 'tumbuh', 'ketemu', 'tutup', 'wan', 'abud', 'khianat', 'demokrat', 'khianat', 'almarhum', 'gus', 'dur']",0.0
"['milu', 'sudah', 'tahu', 'presiden', 'kasihan', 'deh']",0.0
"['pokok', 'euy']",0.0
"['waduh', 'banteng', 'menang']",0.0
"['moga', 'calon presiden', 'periode']",0.0
"['probowo', 'for']",0.0
"['tidak ada', 'dukung']",0.0
"['pilih', 'tidak tau', 'otag', 'bagaimana']",0.0
"['pilih', 'orang', 'kuasa', 'orang', 'haus', 'kuasa']",1.0
['bawah'],0.0
"['sumpah', 'rencana', 'pilih', 'musuh', 'gus', 'dur', 'otomatis', 'lanjut']",0.0
"['kecewa', 'mohon', 'maaf', 'pilih']",0.0
"['koalisi', 'ubah']",0.0
"['akak', 'banget']",0.0
"['benar', 'kalo', 'menang', 'damping', 'anak']",0.0
"['moal', 'baleegg']",0.0
"['ambisi', 'menghianati']",0.0
['yenni'],0.0
['blunderr'],0.0
"['menang', 'saya', 'jalan', 'kantor', 'kayang']",1.0
['blunder'],0.0
"['gakpopo', 'wis', 'didadekno', 'calon wakil presiden', 'cek', 'senang', 'ati', 'arek', 'cilik', 'iku', 'ojok', 'pilih']",0.0
['tahu'],1.0
"['peduli', 'sumvah']",0.0
"['moga', 'erick']",1.0
"['kiw', 'kiw', 'cukurukuk', 'kuk', 'geruuk', 'empu', 'jeruu']",0.0
['asin'],0.0
['kabur'],0.0
"['alternatif', 'pilih', 'ya']",0.0
['pilih'],0.0
"['basis', 'rata', 'seluruh', 'indonesia', 'dijawa', 'timur', 'dulang', 'suara', 'milu']",0.0
"['pasang', 'pasti', 'tukang', 'selingkuh']",0.0
"['selamat', 'pasang', 'romantis', 'banget', 'setia']",0.0
['tuju'],1.0
"['alhamdulillah', 'moga', 'paham', 'tugas', 'partai', 'hobi', 'janji', 'manis', 'buat', 'langsung', 'tunggu', 'instruksi', 'bos']",0.0
"['pasang', 'sandera']",1.0
"['tetap', 'pilih', 'benci', 'cawapresnya']",0.0
"['bukti', 'saja', 'sudah', 'bully']",0.0
"['minyak', 'air']",0.0
"['jalan', 'pertama', 'tunang', 'haha', 'janji', 'manis', 'angan', 'angan', 'demokrat']",1.0
['mending'],1.0
"['manten', 'manten']",0.0
"['hasil', 'musyawarah', 'tokoh', 'muka', 'pada', 'nyinyirr']",1.0
['kok'],1.0
['pilih'],0.0
"['wakil', 'pilih', 'lho']",1.0
"['blunder', 'blunder', 'mikir', 'pilih']",0.0
['kembar'],0.0
['duet'],0.0
"['biar', 'kapok', 'oligarki']",0.0
['wkwkekwkk'],0.0
"['ya', 'wapresnya', 'golput']",1.0
"['pdip', 'kalem', 'ya', 'tunggu', 'ngumunin', 'cawapresnya', 'biar', 'tahu', 'peta', 'kuat', 'lawan', 'hihii']",0.0
"['langsung', 'jijik']",1.0
"['sudah', 'pintar', 'nge', 'prank']",0.0
"['lumayan', 'lag', 'lucun', 'pilpres']",0.0
"['rakyat', 'lihat', 'politikus', 'rebut', 'kuasa', 'pernah', 'pikir', 'rakyat']",1.0
['bagus'],0.0
"['kalah', 'congrat']",0.0
"['nafsu', 'latar', 'kyai', 'hidup', 'tentram', 'nyaman', 'nafsu', 'jabat', 'proses', 'bikin', 'pusing', 'capek']",0.0
"['sayang', 'lanjut']",0.0
"['dumb', 'dumberr']",1.0
"['pasang', 'amis', 'muhaimin', 'iskandar']",0.0
"['lihat', 'rekam', 'jejak']",0.0
"['almarhum', 'rawat', 'icu', 'biaya', 'sedikit', 'alias', 'gratis', 'pakai', 'bpjs']",0.0
['bual'],0.0
"['situasi', 'sehat', 'kenal', 'bpjs', 'bicara', 'kenal', 'fakta']",0.0
"['omong doang', 'gubenur', 'hasil', 'untuk', 'sehat', 'warga', 'dki', 'hanya', 'ganti', 'rumah', 'sakit', 'rumah', 'sehat', 'saja', 'orang', 'sakit', 'sehat', 'ssh', 'pelayananny', 'jls', 'zaman', 'gubenur', 'foke', 'jls', 'nyata', 'laku', 'obat', 'gratis', 'kalo', 'warga', 'dki']",0.0
"['agan', 'agan', 'percaya', 'calon', 'presiden', 'pidato', 'kampanye', 'same', 'saja']",1.0
"['lah', 'jakarta', 'beresx', 'tuh', 'jaman', 'jabat', 'biaya', 'sehat', 'didik', 'jaman', 'gubenur', 'masy', 'rasa', 'jaman', 'alami', 'turun', 'puskesmas', 'belum', 'bangun', 'tahun', 'nyapres', 'bicara', 'sehat', 'seolahx', 'peduli', 'masy', 'untuk', 'penting', 'politik', 'hahahaha', 'salam', 'waras']",0.0
"['alhamdulillah', 'pakai', 'bpjs', 'bikin', 'miskin']",0.0
"['anak', 'patah', 'tulang', 'corvikulla', 'alhamdulillah', 'biyaya', 'obat', 'gerat', 'tis', 'pakai', 'bpjs', 'rutin', 'bayar', 'wajib', 'layan', 'bagus', 'ramaah']",0.0
"['alhamdulillah', 'sembuh', 'awat', 'rscm']",0.0
"['ganti', 'rumah', 'sehat']",0.0
"['omong', 'saja', 'loh', 'gampang', 'sudah', 'jabat', 'lupa']",1.0
"['mantap', 'aniess']",1.0
"['gubernur', 'diam', 'baik', 'calon', 'saja', 'koar']",1.0
"['allhamdulilah', 'istri', 'lahir', 'operasi', 'sesar', 'pakai', 'bpjs', 'duit', 'layan', 'bagus', 'ramah', 'ramah', 'dokter', 'suster']",0.0
"['duh', 'bpjs', 'bagus', 'kritik', 'terus', 'padahal', 'beliau', 'mimpin', 'jakarta', 'kacau']",0.0
"['bang', 'aneh', 'pakai', 'bpjs', 'orang', 'kaya', 'saja', 'pakai', 'bpjs', 'data', 'arang', 'piye', 'orang', 'seperti', 'ingin', 'presiden', 'kritik', 'antri', 'bpjs']",1.0
"['kampung', 'pelosok', 'jujur', 'kemarin', 'bawa', 'obat', 'rsud', 'gratis', 'kok', 'bpjs', 'biaya']",0.0
"['hahaha', 'halu', 'wan', 'bpjs', 'aktif', 'rakyat', 'tolong', 'lu', 'mana', 'saja', 'tidur']",0.0
"['surabaya', 'gratis', 'miskin', 'darimana', 'nies', 'omong', 'asbun', 'saja', 'tebar', 'bohong', 'bpjs', 'banyak', 'manfaat', 'obat', 'gratis']",0.0
"['pulang', 'rumah', 'sakit', 'pasien', 'kayak', 'hahaha', 'logika', 'kocak']",0.0
"['daerah', 'gagal', 'sehat', 'kelas', 'nasional', 'deh', 'sanggup', 'anda']",1.0
"['puskesmas', 'dki', 'bangun', 'jaman', 'gubernur', 'puskesmas', 'bangun', 'kan', 'kasihan', 'masyakat']",0.0
"['bpjs', 'drun', 'mertua', 'habis', 'operasi', 'gratis', 'bpjs', 'calon presiden', 'nasdem', 'ngawur', 'kalo', 'omong']",0.0
"['hadehh', 'basi', 'program', 'nasdem', 'hanya', 'buang', 'duit', 'saja', 'calon', 'kawan']",0.0
"['bayang', 'kalo', 'orang', 'kuasa', 'rumah', 'sakit', 'ganti', 'rumah', 'sehat', 'saudara', 'gagal', 'jantung', 'operasi', 'gratis', 'bpjs', 'bayang', 'kalo', 'rumah', 'jual', 'obat', 'bayar', 'angsur', 'aman']",0.0
"['pasien', 'icu', 'rumah', 'sakit', 'habis', 'alhamdulillah', 'bpjs', 'gratis']",0.0
"['hormat', 'narasi', 'tentang', 'sehat', 'sedih', 'kemarin', 'operasi', 'batu', 'ginjal', 'pakai', 'bpjs', 'aman', 'lancar', 'jaya', 'layan', 'sehat', 'sudah', 'bagus']",0.0
"['presiden', 'klik', 'tombol', 'calon presiden', 'cinta', 'rakyat', 'indonesia', 'prestasi', 'cerdas', 'santun', 'jegal', 'didzalimi', 'fitnah', 'rezim', 'beliau', 'senyum', 'hati', 'lapang', 'doa', 'baik', 'rakyat', 'indonesia', 'kecuali', 'kepada', 'celaka', 'fitnah', 'calon', 'presiden', 'adil', 'suku', 'umat', 'agama', 'ras', 'golong']",0.0
"['sekarang', 'pasang', 'ring', 'jantung', 'bpjs', 'gratis', 'obat', 'puskesmas', 'gratis', 'periksa', 'darah', 'gigi', 'dan lain', 'hanya', 'ktp']",0.0
"['adik', 'kena', 'kanker', 'usus', 'obat', 'bpjs', 'dapat', 'kartu', 'kis', 'kartu', 'indonesia', 'sehat', 'gratis', 'obat', 'rspad', 'jakarta', 'sudah', 'otak', 'undonesia', 'presudent', 'berantas', 'korupsi', 'nis', 'krj', 'cari', 'celah', 'penting', 'niss', 'tobat', 'ambisi', 'hancur', 'indonesia', 'karena', 'tahun', 'ongkang', 'kaki', 'baik', 'nis']",1.0
"['bapak', 'bpjs', 'pakai', 'bpjs', 'gratis', 'orang', 'tua', 'sakit', 'kanker', 'obat', 'kemo', 'operasi', 'tanggung', 'bpjs', 'shgga', 'keluar', 'biaya', 'rumah', 'sakit']",0.0
"['dki', 'gratis', 'gubernur', 'percaya', 'tidak', 'percaya', 'waras']",1.0
"['halah', 'gubernur', 'dki', 'tahun', 'bangun', 'puskesmas', 'biji', 'saja', 'bisa', 'oceh', 'kayak', 'begitu']",1.0
"['kalo', 'dar', 'narasi', 'anak', 'dukung', 'kongkritnya', 'seperti', 'beres', 'jangan', 'fanatik', 'buta', 'jangan', 'dar', 'tepuk', 'tangan', 'negara', 'maju', 'karena', 'logika', 'rakyat', 'fungsi']",0.0
"['presiden', 'klik', 'tombol', 'dunia', 'internasional', 'nobat', 'bagai', 'salah', 'daftar', 'tokoh', 'intelektual', 'dunia', 'daftar', 'terbit', 'majalah', 'foreign', 'policy', 'terbit', 'carnegie', 'endowment', 'for', 'international', 'peace', 'pusat', 'washington', 'dunia', 'internasional', 'nobat', 'bagai', 'salah', 'tokoh', 'bawa', 'ubah', 'dunia', 'nama', 'tengger', 'tokoh', 'dunia', 'perdana', 'menteri', 'rusia', 'vladimir', 'putin', 'presiden', 'venezuela', 'hugo', 'chavez', 'menlu', 'inggris', 'david', 'miliband', 'anggota', 'parlemen', 'sekjen', 'indian', 'national', 'congress', 'india', 'rahul', 'gandhi', 'politis', 'muda', 'partai', 'republik', 'anggota', 'house', 'representative', 'paul', 'ryan', 'daftar', 'terbit', 'majalah', 'foresight', 'jepang', 'biar', 'bilang', 'bohong', 'sila', 'klik', 'google', 'terima kasih']",0.0
"['ngadi', 'ngadi', 'tenaga', 'sehat', 'persis', 'tanggung', 'bpjs', 'pasien', 'bayar', 'peser', 'tenaga', 'sehat', 'kerja', 'hutang', 'bpjs', 'bpjs', 'bisa', 'bilang', 'sakit', 'pasien', 'tanggung', 'bpjs', 'kalo', 'aku', 'bayar', 'bawah', 'pakai', 'butuh', 'pasien', 'bpjs', 'bayar', 'tenaga', 'sehat', 'bayar', 'kalo', 'bpjs', 'bayar', 'kalo', 'bayar', 'tenaga', 'sehat', 'bayar', 'kalo', 'claim', 'bayar', 'bpjs', 'selisih', 'potong', 'gaji', 'tenaga', 'sehat', 'minus', 'selang', 'bpjs', 'uang', 'bayar', 'serta', 'denda', 'alas', 'error', 'code', 'tenaga', 'sehat', 'bayar', 'minimal', 'pasien', 'dokter', 'spesialis', 'pasien', 'dokter', 'pasien', 'bidan', 'awat', 'pasien', 'ngadi', 'ngadi', 'kasihan', 'tuh', 'tenaga', 'sehat', 'sudah', 'bayar', 'minim', 'kerja', 'maksimal', 'potong', 'kalo', 'pasien', 'butuh']",0.0
"['presiden', 'klik', 'tombol', 'dunia', 'internasional', 'nobat', 'bagai', 'salah', 'daftar', 'tokoh', 'intelektual', 'dunia', 'dunia', 'internasional', 'nobat', 'bagai', 'salah', 'tokoh', 'bawa', 'ubah', 'dunia', 'nama', 'tengger', 'tokoh', 'dunia', 'perdana', 'menteri', 'rusia', 'vladimir', 'putin', 'presiden', 'venezuela', 'hugo', 'chavez', 'menlu', 'inggris', 'david', 'miliband', 'biar', 'bilang', 'bohong', 'sila', 'klik', 'google', 'terima kasih']",0.0
"['nies', 'tetangga', 'sakit', 'kanker', 'otak', 'pmeriksaan', 'operasi', 'awat', 'tanggung', 'bpjs', 'bayang', 'bpjs', 'biaya', 'sampai', 'ratus', 'juta', 'keponakan', 'operasi', 'cesar', 'biaya', 'bpjs', 'tebar', 'bohong', 'sahwat', 'presiden']",0.0
"['tidak', 'pakai', 'muter', 'lanjut', 'presiden', 'klik']",1.0
"['bpjs', 'daerah', 'cerita', 'orang', 'obat', 'bpjs']",0.0
"['negara', 'duduk', 'baca', 'data', 'pengaruh', 'ucapanya']",1.0
"['orang', 'tinggal', 'mana', 'sakit', 'obat', 'orang', 'tanggung', 'bpjs', 'jual', 'agama', 'saja', 'mending', 'ahli', 'percaya', 'dukung']",0.0
"['presiden', 'rumah', 'sehat', 'sudah', 'bpjskesehatan ri', 'bray', 'nyebutnya', 'rumah', 'sakit', 'ya']",1.0
"['maksud', 'orang', 'miskin', 'obat', 'jaman', 'orba', 'orang', 'miskin', 'obat', 'move', 'rakyat', 'deh', 'pintar', 'deh', 'bilang']",1.0
"['bacot', 'banjir', 'beres', 'jalan', 'lobangin', 'urus', 'orang', 'pakai', 'otak', 'tahu', 'malu']",0.0
"['calon', 'presiden', 'modal', 'nyinyir']",0.0
"['omong', 'kosong', 'obat', 'pakai', 'bpjs', 'gratis', 'gratis', 'hak', 'kelas', 'awat', 'kelas', 'kelas', 'vip', 'vvip', 'miskin', 'bohong']",0.0
"['mamak', 'sakit', 'jenis', 'kanker', 'biaya', 'obat', 'biaya', 'bpjskesehatan ri', 'kelas', 'syukur', 'fasilitas', 'layan', 'sehat', 'maju']",0.0
"['pakai', 'bpjs', 'pasang', 'ring', 'jantung', 'gratis', 'operasi', 'katarak', 'kanan', 'kiri', 'gratis', 'operasi', 'tumor', 'payudara', 'gratiiss', 'tis', 'kalo', 'percaya', 'berkas']",0.0
"['alhamdulillah', 'keluarga', 'tindak', 'operasi', 'gratis', 'pakai', 'bpjs', 'sing', 'berkas', 'administrasi', 'lengkap', 'bicara', 'nol']",0.0
"['tidak', 'bpjs', 'bantu']",0.0
['tukangibul'],1.0
"['pakai', 'bpjs']",1.0
"['calon', 'presiden', 'rumah', 'sehat']",0.0
"['keluarga', 'tolong', 'bpjs', 'bos', 'banyak', 'bohong', 'tong', 'awas', 'ubah', 'nama', 'rumah', 'sehat']",1.0
"['apa', 'janji', 'dasar', 'contoh', 'rumah']",0.0
"['hahahha', 'rencana', 'robah', 'nama', 'biar', 'sesuai', 'selera']",0.0
"['jalan', 'hidup', 'sulit', 'kacau', 'coba', 'rubah', 'nama', 'jalan']",0.0
"['rumah', 'persen', 'saja', 'tidak', 'jalan']",0.0
"['orang', 'bilang', 'kalo', 'sehat', 'sakit']",0.0
"['kok', 'ganti', 'rumah', 'sakit', 'rumah', 'sehat', 'biar', 'pulang', 'sehat']",0.0
"['nanti', 'dganti', 'rumah', 'sehat']",0.0
"['kemarin', 'bilang', 'rumah', 'sehat', 'bilang', 'rumah', 'miskin', 'rumah', 'gurun']",0.0
"['bpjs', 'obat', 'gratis', 'obat', 'gratis', 'bayar', 'iur', 'kartu', 'sehat', 'nama']",0.0
"['omong', 'solusi', 'yohanis']",0.0
"['wan', 'bacot', 'wacana', 'narasi', 'kerja', 'mah', 'tidak', 'becus']",0.0
"['hahaha', 'jakarta', 'saja', 'amburadul', 'karena']",0.0
"['wan', 'aiboon', 'wan', 'lebih', 'bayar']",1.0
"['bacot', 'saja', 'sampai', 'tetes', 'iler']",0.0
"['nis', 'memang', 'laku', 'jual', 'bohong']",0.0
"['bohong', 'bohong', 'bohong', 'anjing']",0.0
['omong'],0.0
"['lucu', 'sudah', 'bpjs', 'akak']",0.0
"['aduh', 'bos', 'mana', 'pemkab', 'pemprov', 'sedia', 'faskes', 'untuk', 'rakyat', 'miskin']",0.0
"['solusi', 'ubah', 'nama', 'rumah', 'sakit', 'rumah', 'sehat', 'cerdaas']",0.0
"['duh', 'manusia', 'ruwet', 'jagat', 'kalo', 'omong', 'blunder', 'kemarin', 'bilang', 'rumah', 'sehat', 'sekarang', 'bilang', 'rumah', 'sakit']",0.0
"['rumah', 'sehat', 'rumahsakit', 'nyebutnya']",0.0
"['wam', 'bacot', 'bin', 'tipu', 'bin', 'munafik', 'bin', 'oon', 'bin', 'kerja', 'nyata', 'bin', 'lebih', 'bayar', 'ancurr']",0.0
"['tukang', 'tipu', 'muslihat']",0.0
"['gratis', 'begitu', 'darimana', 'duit', 'programu', 'rumah', 'jakarta', 'saja', 'gatot', 'kaca', 'belum', 'bacot']",0.0
"['orang', 'jago', 'bacot', 'hasil', 'muter', 'ngaler', 'ngidul', 'omong', 'karuan', 'hasil', 'parah', 'calon', 'kadrun', 'cocok']",0.0
"['jangan', 'lupa', 'janji', 'saja', 'tepat', 'banyak', 'uap', 'tiup', 'angin']",0.0
"['jijik', 'tiap', 'lihat', 'orang', 'kalo', 'orasi', 'seperti']",0.0
"['lawan', 'spesiapisasi', 'dongeng']",0.0
"['orang', 'yaman', 'memang', 'obat', 'bpjs']",0.0
"['ngebacot', 'mah', 'tukang', 'beca']",0.0
['omong'],0.0
"['rumah', 'sakit', 'rumah', 'sehat', 'karena', 'untuk', 'sehat', 'sakit']",0.0
"['sedih', 'berfikirnya', 'orang']",0.0
"['apa', 'sotot', 'nies', 'sorot', 'geblek', 'hahaha']",0.0
"['jakarta', 'saja', 'dikibulin', 'habis', 'indonesia', 'sampai', 'allah']",0.0
"['kabar', 'rumah', 'sehat']",0.0
"['tuh', 'idi wilayah jakarta', 'gibahin', 'mantan']",0.0
