Unnamed: 0,comments,label
74,"['ganjar', 'pranowo', 'mahfud', 'md']",1.0
75,"['clear', 'gigi', 'mu', 'bran']",1.0
76,['antirezimlurah'],0.0
77,"['tenang', 'tenang', 'mas', 'gibran', 'pak', 'prabowo', 'sudah', 'ada', 'sini']",1.0
78,"['jelas', 'mana', 'yang', 'tugas', 'partai', 'dan', 'mana', 'yang', 'rill', 'tugas', 'rakyat', 'mau', 'dapat', 'jatah', 'calon presiden', 'dengan', 'tolak', 'pildun', 'untuk', 'pakai', 'isu', 'israel', 'plakk']",0.0
79,"['kalo', 'sudah', 'clear', 'arti', 'jokowi', 'kaki']",0.0
80,"['kata', 'teman', 'ku', 'sudarmanto bahri', 'contoh', 'buruk', 'bagi', 'masa', 'depan', 'indonesis']",0.0
81,"['jangan', 'sampai', 'rakyat', 'indonesia', 'di', 'pimpin', 'kakek', 'tua', 'sama', 'bocil', 'ngantuk']",0.0
82,['jijik'],0.0
83,['jijik'],0.0
84,"['yang', 'kenal', 'sudah', 'bantuin', 'saja', 'di', 'khianatin', 'apalagi', 'rakyat', 'yang', 'tidak', 'dia', 'kenal']",0.0
85,"['ya', 'terima', 'saja', 'anggap', 'khianat', 'karena', 'fakta', 'seperti', 'itu']",0.0
86,"['bersin', 'belum', 'benar', 'jadi', 'calon wakil presiden']",0.0
87,"['biasa', 'lah', 'dalam', 'politik', 'hianat', 'khianat']",0.0
88,"['terlalu', 'cepat']",0.0
89,"['ira', 'tidak', 'ada', 'orang', 'gila', 'di', 'sektor', 'perintah', 'nyata', 'ada', 'orang', 'yang', 'gila', 'gila', 'dan', 'kekeuh', 'terus', 'kuasa', 'ke', 'anak']",0.0
90,"['kartu', 'anggota', 'pdip', 'pulangin', 'dong', 'ya']",0.0
91,"['ahkk', 'cebong', 'cawe', 'lagi', 'acting', 'drama', 'politik', 'dia', 'juga']",0.0
92,"['begitu', 'mudh', 'nya', 'jadi', 'pnghianat', 'dalam', 'prtai']",0.0
93,"['sempat', 'tidak', 'datang', 'kali', 'kalaupun', 'datang', 'pasti', 'dalam', 'bentuk', 'beda']",1.0
94,"['jokowi', 'tertawa', 'tawa', 'saja', 'pas', 'sindir', 'eh', 'langsung', 'pindah', 'haluan', 'asa', 'anak', 'pendiem', 'kalau', 'marah']",1.0
95,"['ya', 'tidak', 'apa', 'apa', 'wong', 'bapak', 'nya', 'presiden']",0.0
96,"['ya', 'ajar', 'dulu', 'lah', 'ya', 'siap', 'saja', 'dulu', 'besok', 'kan', 'siapa', 'tahu', 'jadi', 'khianat', 'rakyat', 'juga', 'wkwkwkwk']",0.0
97,"['terima', 'kasihh', 'paman']",1.0
98,"['modal', 'bapak', 'nya', 'saja']",0.0
99,"['santuy', 'dong', 'kan', 'dia', 'cuma', 'anak', 'ingus', 'tapi', 'kok', 'komennya', 'pada', 'panik', 'begitu']",1.0
100,"['tetap', 'pak', 'prabowo']",1.0
101,"['kami', 'kaum', 'awam', 'khianat', 'itu', 'yang', 'bagaimana', 'tolong', 'jelas']",0.0
102,"['tolong', 'cari', 'obat', 'fluu']",0.0
103,"['tombol', 'rafatar', 'ethes', 'menang']",1.0
104,['privilage'],0.0
105,"['tombol', 'tetap', 'yakin', 'dengan', 'ucap', 'amin']",1.0
106,"['padahal', 'keluarga', 'punya', 'jabat', 'tapi', 'yang', 'kasi', 'ke', 'rakyat', 'cuma', 'sepeda', 'mentok', 'mentok', 'laptop', 'saja', 'satu', 'biji', 'wkwk']",0.0
107,['pdi'],0.0
108,"['ini', 'masalah', 'sempat', 'berkarir', 'lebih', 'tinggi', 'apa', 'yang', 'salah', 'siapa', 'bisa', 'halang']",0.0
109,"['tombol', 'pragibran', 'presiden']",1.0
110,"['komennya', 'lucu', 'lucu', 'hahahhaha', 'politik', 'itu', 'dinamis', 'suka', 'pilih', 'kagum', 'dukung', 'tidak', 'suka', 'tidak', 'kagum', 'ya', 'jangan', 'pilih', 'rasa', 'mas', 'gibran', 'anak', 'ingus', 'belum', 'pantas', 'ya', 'sudah', 'indak', 'usah', 'pilih', 'beres', 'kan', 'masalah', 'dia', 'planga', 'plongo', 'kayak', 'apa', 'kayak', 'lah', 'wong', 'almarhum', 'gusdur', 'saja', 'maaf', 'ya', 'yang', 'punya', 'kurang', 'bisa', 'jadi', 'presiden', 'kok', 'tidak', 'ada', 'halang', 'lama', 'dia', 'punya', 'kapasitas', 'dan', 'rakyat', 'percaya', 'siapa', 'saja', 'boleh', 'jadi', 'pimpin', 'wessa', 'adem', 'adem', 'wae', 'lah', 'jangan', 'pada', 'tengkar', 'malu', 'negara', 'sudah', 'dewasa', 'rakyat', 'masih', 'kayak', 'anak', 'tak']",0.0
111,"['serasa', 'anak', 'dan', 'bapak', 'yang', 'habis', 'renang']",1.0
112,"['prabowo', 'ketua', 'gibran', 'jam', 'terbang', 'kurang']",0.0
113,"['ganjar', 'pranowo', 'mahfud', 'md', 'presiden']",1.0
115,"['putus', 'urat', 'malu']",0.0
116,"['simak', 'poros', 'dinasti', 'keluarga', 'presiden', 'bu', 'mega', 'mbak', 'puan', 'pak', 'surabaya', 'ahy', 'pak', 'jokowi', 'gibran', 'itu', 'indonesia', 'yang', 'belum', 'merdeka', 'sudah', 'ada', 'dinasti', 'politik', 'raja', 'yang', 'umur', 'lebih', 'tua', 'dari', 'nkri', 'cara', 'tidak', 'langsung', 'budaya', 'dinasti', 'politik', 'bawa', 'oleh', 'tokoh', 'politik', 'daerah', 'maupun', 'nasional', 'dinasti', 'politik', 'di', 'daerah', 'justru', 'sudah', 'jadi', 'tradisi', 'yang', 'kuat', 'sejak', 'era', 'reformasi', 'datang', 'sekarang', 'masalah', 'dinasti', 'politik', 'tingkat', 'nasional', 'panas', 'sejak', 'putus', 'maka', 'dan', 'calon', 'calon wakil presiden', 'gibran']",0.0
117,"['sedih', 'juta', 'pemuda', 'cerdas', 'yang', 'juang', 'dari', 'nol', 'untuk', 'oleh', 'kata', 'sukses', 'kalau', 'role', 'modell', 'sukses', 'anak', 'muda', 'adalah', 'gibran', 'yang', 'oleh', 'segala', 'kaarena', 'paman', 'ayah']",0.0
118,"['prabowo', 'ganjar', 'kliatannya', 'mereka', 'itu', 'bestie', 'bukan', 'lawan', 'cuman', 'drama', 'istana', 'yang', 'ada']",1.0
119,"['rasa', 'negara', 'ini', 'milik', 'pdip', 'saja', 'yang', 'lain', 'ngontrak', 'begitu']",0.0
120,"['lossne', 'mas', 'golek', 'seng', 'ora', 'di', 'setir', 'wae']",1.0
121,"['kan', 'masih', 'kolam', 'biar', 'deh']",0.0
122,"['entar', 'menghianati', 'rakyat', 'tidak', 'apa']",0.0
123,['boruto'],1.0
124,"['lebih', 'tepat', 'bukan', 'khianat', 'sih', 'tapi', 'pilih', 'yang', 'jauh', 'lebih', 'baik']",0.0
125,"['gue', 'golput', 'tapi', 'gue', 'harap', 'ganjar', 'menang', 'gue', 'taruh', 'tiket', 'libur', 'ke', 'samosir', 'jancuk']",0.0
126,"['hanya', 'orang', 'yang', 'defisit', 'logika', 'dan', 'nalar', 'yang', 'pilih', 'prabowo', 'dan', 'gibran', 'yang', 'satu', 'sudah', 'tua', 'omong', 'saja', 'tidak', 'jelas', 'yang', 'satu', 'munim', 'alam', 'tapi', 'sombong', 'minta', 'ampun']",0.0
127,"['lah', 'kan', 'denokrasi', 'kata']",0.0
128,"['jelas', 'dia', 'bioang', 'tidak', 'masalah', 'memang', 'pengkianat', 'mencla', 'mencle', 'tidak', 'jujur', 'dari', 'awal']",0.0
129,"['arti', 'pinalti', 'pdip', 'copot', 'tidak', 'jabat', 'walikotanya']",1.0
130,"['rai', 'gedek', 'kalo', 'orang', 'jawa', 'bilang']",1.0
131,"['mengkianat', 'pdip', 'tidak', 'apa', 'apa', 'mengkianati', 'kontitusi', 'anda', 'anggap', 'juga', 'tidak', 'apa', 'apa', 'arti', 'anda', 'telah', 'mengkianati', 'nkri']",0.0
133,"['capresnya', 'cuma', 'kok', 'mau', 'wowo', 'atau', 'gjr', 'yang', 'menang', 'visi', 'misi', 'mereka', 'sama', 'dan', 'tahun', 'lagi', 'kita', 'tidak', 'akan', 'ubah']",1.0
134,"['saya', 'rasa', 'itu', 'tidak', 'layak', 'jika', 'di', 'sebut', 'buah', 'penghianatan', 'tapi', 'ini', 'prioritas', 'pada', 'buah', 'panggil', 'gibran', 'juga', 'mungkin', 'milik', 'bakat', 'dan', 'cerdas', 'seperti', 'ayah', 'dan', 'dia', 'juga', 'mudah', 'di', 'ajak', 'kembang', 'wallahu', 'a', 'salam']",0.0
135,"['tidk', 'tarik']",0.0
136,"['all', 'ini', 'prabowo', 'indonesia', 'maju', 'ri', 'bismillah']",1.0
137,"['urat', 'malu', 'sudah', 'putuss', 'kalah', 'harus', 'aku', 'menang', 'pillpres', 'ya']",0.0
138,"['no', 'attitude']",0.0
139,"['memang', 'benar', 'tidak', 'mungkin', 'sekali', 'kamu', 'mau', 'ban', 'tinggalnpunya', 'malu', 'apa', 'tidak']",0.0
140,"['kalo', 'partai', 'besar', 'pdip', 'mungkin', 'sudah', 'biasa', 'di', 'khianat', 'yang', 'luar', 'biasa', 'khianat', 'an', 'hadap', 'konstitusi', 'ngakali', 'atur', 'demi', 'kuasa']",0.0
141,"['kebo', 'saja', 'di', 'khianat', 'apa', 'lagi', 'manusia', 'mikir', 'bro']",0.0
142,"['quotes', 'baik', 'tidak', 'apa', 'apa']",1.0
143,"['beliau', 'cerdas', 'santun', 'akhlak', 'mulia', 'budi', 'pekerti', 'luhur', 'sederhana', 'jujur', 'bersih', 'track', 'record', 'jelas', 'konsisten', 'dan', 'tuntas', 'jalan', 'tugas', 'bagai', 'gubernur', 'dki', 'jakarta', 'lama', 'tahun', 'penuh', 'harga', 'dalam', 'dan', 'luar', 'negeri', 'beliau', 'adalah', 'anies', 'rasyid', 'baswedan', 'pantas', 'dan', 'layak', 'untuk', 'pimpin', 'bangsa', 'indonesia', 'gasspooll']",1.0
144,"['kalau', 'pasang', 'ini', 'menang', 'entah', 'masyarakat', 'ini', 'masih', 'punya', 'etika', 'atau', 'tidak', 'yang', 'kotor', 'cara', 'ini', 'menang']",0.0
145,"['all', 'ini', 'pak', 'prabowo', 'bissmillah']",1.0
146,"['pasti', 'pilih', 'prabowo', 'gibran']",1.0
147,"['saya', 'respeck', 'sama', 'pak', 'jokowi', 'tapi', 'tidak', 'dengan', 'anak', 'nya', 'maaf', 'ya', 'pak', 'jokowi', 'saya', 'dukung', 'ganjar', 'mahfud']",0.0
148,"['jawab', 'yang', 'sangat', 'clear']",1.0
149,"['soyo', 'suweh', 'kamu', 'dadi', 'tambah', 'o', 'on', 'boleh']",1.0
150,"['strategi', 'macam', 'mana', 'lagi', 'kawan']",0.0
151,"['awal', 'saja', 'sudah', 'obrak', 'obrik', 'konstitusi', 'menjlnkan', 'yang', 'salah', 'tindak', 'tidak', 'moral', 'bagaimana', 'nanti', 'nya', 'ya', 'tidak', 'ikhlas', 'pimpin', 'yang', 'kayak', 'begini']",0.0
152,"['ya', 'kalo', 'di', 'wawancara', 'jawab', 'nya', 'itu', 'terus']",0.0
153,['monggo'],0.0
154,"['tidak', 'apa']",0.0
155,['bocil'],0.0
156,"['sila', 'saja']",1.0
157,"['wkwkkw', 'dukung', 'banteng', 'merah', 'pada', 'panas', 'nih', 'ya', 'balik', 'sukses', 'pak', 'prabowo', 'dan', 'gibran', 'ada', 'dukung', 'yang', 'luar', 'biasa', 'belakang', 'ada', 'pak', 'surabaya', 'pak', 'jokowi', 'dan', 'masih', 'banyak', 'lagi', 'yang', 'tahu', 'seluk', 'beluk', 'negara', 'saya', 'tetap', 'dukung', 'pak', 'prabowo', 'gibran']",1.0
158,"['gibran', 'tahun', 'jabat', 'jadi', 'gubernur', 'naik', 'jadi', 'calon wakil presiden', 'dan', 'bapa', 'apa', 'jokowi', 'naik', 'gubernur', 'jakarta', 'baru', 'naik', 'sudah', 'di', 'naik', 'lagi', 'jadi', 'presiden', 'instan', 'semuah', 'sih', 'kalo', 'di', 'pikir', 'pikir']",0.0
159,"['ini', 'ting', 'politik', 'coy', 'jangan', 'tipu', 'jelas', 'maik', 'mak', 'sama', 'puan', 'santai', 'baee', 'ada', 'tuju', 'yang', 'jelass']",0.0
160,"['amin', 'saja', 'bismillah', 'allah', 'meridhoi', 'amin']",1.0
161,"['kacang', 'lupa', 'sama', 'kulit']",0.0
162,"['sih', 'mental', 'baja']",1.0
163,"['belum', 'sudah', 'bohong', 'program', 'yang', 'sebut', 'gibran', 'kata', 'ibu', 'sri', 'mulyani', 'itu', 'adalah', 'program', 'apbn', 'yang', 'sudah', 'ketuk', 'piye', 'iki', 'kecil', 'deh', 'bohong', 'kami']",1.0
164,"['kenapa', 'sih', 'kalau', 'orang', 'sudah', 'laku', 'hal', 'anggap', 'itu', 'hak', 'nya', 'justru', 'di', 'hujat', 'di', 'bincang', 'bukankah', 'semua', 'sudah', 'di', 'selesai']",1.0
165,"['yaallah', 'gib', 'gib', 'tidak', 'ada', 'malu', 'malu', 'mya', 'kamu', 'ini', 'gibran rakabuming']",0.0
166,"['soalhkan', 'berrbut', 'saling', 'sikut', 'kalo', 'kebamyakaan', 'rakyat', 'akan', 'pilih', 'pak', 'anis', 'is', 'the', 'best', 'pokok']",1.0
167,"['masih', 'kecil', 'tapi', 'suka', 'bohong']",0.0
